show_id,type,title,director,country,date_added,release_year,rating,duration,genre,description,year_added,month_added,season_count
s2008,Movie,Dad Wanted,Javier Colinas,Mexico,2020-09-11,2020,TV-14,103,Children & Family Movies,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,2020,9,
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,United States,2020-09-11,2014,PG,102,Children & Family Movies,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",2020,9,
s2012,Movie,Pets United,Reinhard Klooss,"Germany, China, United Kingdom",2020-09-11,2020,TV-Y7,93,Children & Family Movies,A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.,2020,9,
s2015,Movie,Wonho Chung: Live in New York,Shaun Mir,Missing,2020-09-11,2014,TV-14,69,Stand-Up Comedy,"At the Comic Strip's first Arabic stand-up show, Wonho Chung ratchets up the laughs by tackling unique names, life in Jordan, accents and more.",2020,9,
s2016,Movie,Aapla Manus,Satish Rajwade,India,2020-09-10,2018,TV-14,133,Dramas,"When a man falls from his balcony, an investigator questions the victim’s family, determined to uncover a darker truth behind the alleged accident.",2020,9,
s2017,Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,India,2020-09-10,2018,TV-14,157,Dramas,"From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.",2020,9,
s2018,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,2020-09-10,2019,TV-14,116,Dramas,This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpande’s iconic career.,2020,9,
s2019,Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,2020-09-10,2019,TV-PG,112,Dramas,"The second installment of P.L. Deshpande’s biopic explores the Marathi humorist’s political journey, philanthropic endeavors and personal life.",2020,9,
s2020,Movie,Cycle,Prakash Kunte,India,2020-09-10,2018,TV-PG,96,Comedies,"When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own.",2020,9,
s2021,Movie,Dhh,Manish Saini,India,2020-09-10,2017,TV-G,127,Children & Family Movies,"Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies.",2020,9,
s2023,TV Show,Julie and the Phantoms,Kenny Ortega,United States,2020-09-10,2020,TV-G,,Kids' TV,"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",2020,9,1
s2024,Movie,Kaagar,Makarand Mane,India,2020-09-10,2019,TV-MA,130,Dramas,"When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.",2020,9,
s2025,Movie,Night of Knots,Hakan Algül,Turkey,2020-09-10,2018,TV-MA,93,Comedies,Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.,2020,9,
s2026,Movie,PhotoCopy,Vijay Maurya,India,2020-09-10,2016,TV-14,138,Comedies,"Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister.",2020,9,
s2027,Movie,Poshter Girl,Sameer Patil,India,2020-09-10,2016,TV-14,138,Comedies,"In a town infamous for female infanticide, a young woman’s arrival has local bachelors vying for her hand in marriage — but she has a bigger agenda.",2020,9,
s2028,Movie,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia,2020-09-10,2017,TV-G,92,Children & Family Movies,"As he rebuilds society in a parallel universe, a superhero must return to Earth to help his equally powerful friend defend the planet from evil rivals.",2020,9,
s2029,Movie,Son Of Adam,Ahmed Nader Galal,Egypt,2020-09-10,2018,TV-14,110,Dramas,"To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.",2020,9,
s2030,Movie,The Babysitter: Killer Queen,McG,United States,2020-09-10,2020,TV-MA,102,Comedies,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",2020,9,
s2031,Movie,Cargo,Arati Kadav,India,2020-09-09,2020,TV-14,113,Comedies,"Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",2020,9,
s2032,Movie,Cuties,Maïmouna Doucouré,France,2020-09-09,2020,TV-MA,96,Dramas,Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.,2020,9,
s2035,Movie,So Much Love to Give,Marcos Carnevale,Argentina,2020-09-09,2020,TV-14,108,Comedies,Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.,2020,9,
s2036,Movie,The Social Dilemma,Jeff Orlowski,United States,2020-09-09,2020,PG-13,94,Documentaries,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",2020,9,
s2037,Movie,#Alive,Cho Il,South Korea,2020-09-08,2020,TV-MA,99,Horror Movies,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",2020,9,
s2040,Movie,Toll Booth,Tolga Karaçelik,Turkey,2020-09-07,2010,TV-MA,98,Dramas,"A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself.",2020,9,
s2044,Movie,Villain,Philip Barantini,United Kingdom,2020-09-05,2020,R,97,Dramas,"Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.",2020,9,
s2046,Movie,I'm Thinking of Ending Things,Charlie Kaufman,United States,2020-09-04,2020,R,135,Dramas,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,2020,9,
s2047,Movie,Kandasamys: The Wedding,Jayan Moodley,South Africa,2020-09-04,2019,TV-14,93,Comedies,"With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”",2020,9,
s2049,Movie,The Lost Okoroshi,Abba T. Makama,Nigeria,2020-09-04,2019,TV-MA,94,Comedies,"A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos.",2020,9,
s2050,Movie,You're My Boss,Antoinette Jadaone,Philippines,2020-09-04,2015,TV-14,117,Comedies,"Pong, a corporate assistant, poses as his company’s president in order to help Georgina, a marketing executive, close a crucial business deal.",2020,9,
s2051,Movie,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,2020-09-03,2020,TV-MA,63,Stand-Up Comedy,Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.,2020,9,
s2052,Movie,Ave Maryam,Ertanto Robby Soediskam,Indonesia,2020-09-03,2018,TV-PG,73,Dramas,A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.,2020,9,
s2053,Movie,"Love, Guaranteed",Mark Steven Johnson,United States,2020-09-03,2020,TV-PG,91,Comedies,Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.,2020,9,
s2056,Movie,Freaks – You're One of Us,Felix Binder,Germany,2020-09-02,2020,TV-MA,93,Dramas,"Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.",2020,9,
s2057,Movie,Hotel for Dogs,Thor Freudenthal,"Germany, United States",2020-09-02,2009,PG,101,Children & Family Movies,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",2020,9,
s2058,Movie,Sky Tour: The Movie,Nguyen Thanh Tung,Vietnam,2020-09-02,2020,TV-G,93,Documentaries,"From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.",2020,9,
s2060,Movie,Adrift,Baltasar Kormákur,"Hong Kong, Iceland, United States",2020-09-01,2018,PG-13,96,Action & Adventure,A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,2020,9,
s2061,Movie,Always Be My Maybe,Dan Villegas,Philippines,2020-09-01,2016,TV-14,112,International Movies,"After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship.",2020,9,
s2062,Movie,Barbie Princess Adventure,Conrad Helten,Netherlands,2020-09-01,2020,TV-Y,72,Children & Family Movies,"Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.",2020,9,
s2066,Movie,Children of the Sea,Ayumu Watanabe,"Japan, United States",2020-09-01,2019,TV-PG,112,Anime Features,"Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean.",2020,9,
s2068,Movie,Fate/Grand Order -First Order-,Hitoshi Namba,Japan,2020-09-01,2016,TV-14,72,Action & Adventure,"Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future.",2020,9,
s2072,Movie,Puss in Boots,Chris Miller,United States,2020-09-01,2011,PG,92,Children & Family Movies,The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,2020,9,
s2073,Movie,Sex Drive,Sean Anders,United States,2020-09-01,2008,R,109,Comedies,"Eager to hook up with a woman he met online, 18-year-old Ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy.",2020,9,
s2075,Movie,Soldier,Abbas Mustan,India,2020-09-01,1998,TV-14,155,Comedies,"On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",2020,9,
s2076,Movie,"Take the Ball, Pass the Ball",Duncan McMath,Spain,2020-09-01,2018,TV-MA,109,Documentaries,"Through firsthand accounts and analysis, this football documentary details the dominance of FC Barcelona from 2008-2012 under manager Pep Guardiola.",2020,9,
s2077,Movie,The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",United States,2020-09-01,2020,TV-Y7,115,Children & Family Movies,Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.,2020,9,
s2078,Movie,The Match,Francesco Carnesecchi,Italy,2020-09-01,2020,TV-MA,97,Dramas,"One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",2020,9,
s2080,Movie,The Smurfs,Raja Gosnell,"United States, Belgium, Canada, France",2020-09-01,2011,PG,103,Children & Family Movies,"When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York.",2020,9,
s2081,TV Show,Thomas and Friends,Greg Tiernan,United Kingdom,2020-09-01,2020,TV-Y,,British TV Shows,"This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.",2020,9,2
s2082,Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman",Canada,2020-09-01,2020,TV-Y,24,Children & Family Movies,"When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",2020,9,
s2083,Movie,Maniyarayile Ashokan,Shamzu Zayba,India,2020-08-31,2020,TV-14,110,Comedies,"When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted.",2020,8,
s2084,Movie,The Debt Collector 2,Jesse V. Johnson,United States,2020-08-31,2020,TV-MA,97,Action & Adventure,"French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge.",2020,8,
s2085,Movie,All Together Now,Brett Haley,United States,2020-08-29,2020,PG,94,Dramas,"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?",2020,8,
s2088,Movie,Santana,"Chris Roland, Maradona Dias Dos Santos","South Africa, Angola",2020-08-28,2020,TV-MA,107,Action & Adventure,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.,2020,8,
s2089,Movie,Unknown Origins,David Galán Galindo,Spain,2020-08-28,2020,TV-MA,97,International Movies,A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.,2020,8,
s2091,Movie,Edge of Seventeen,David Moreton,United States,2020-08-27,1998,TV-MA,103,Comedies,A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.,2020,8,
s2092,Movie,The Bridge Curse,Lester Hsi,Taiwan,2020-08-27,2020,TV-MA,88,Horror Movies,A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.,2020,8,
s2093,Movie,The Young Messiah,Cyrus Nowrasteh,United States,2020-08-27,2016,PG-13,111,Dramas,"Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth.",2020,8,
s2095,Movie,Lingua Franca,Isabel Sandoval,"United States, Philippines",2020-08-26,2019,TV-MA,94,Dramas,An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.,2020,8,
s2096,Movie,Making The Witcher,Nathan Wiley,United States,2020-08-26,2020,TV-MA,33,Documentaries,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series.",2020,8,
s2101,Movie,Septembers of Shiraz,Wayne Blair,United States,2020-08-24,2016,PG-13,110,Dramas,"In post-revolution Tehran, a wealthy Jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom.",2020,8,
s2104,Movie,Class of '83,Atul Sabharwal,India,2020-08-21,2020,TV-14,98,Dramas,"Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld.",2020,8,
s2105,Movie,Dark Forces,Bernardo Arellano,Mexico,2020-08-21,2020,TV-MA,81,Horror Movies,"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.",2020,8,
s2108,Movie,The Sleepover,Trish Sie,United States,2020-08-21,2020,TV-PG,104,Action & Adventure,What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.,2020,8,
s2109,TV Show,Goedam,Hong Won-ki,South Korea,2020-08-20,2020,TV-MA,,International TV Shows,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.",2020,8,1
s2111,Movie,Scarecrow,Khaled Marei,Egypt,2020-08-20,2019,TV-MA,121,Comedies,"When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",2020,8,
s2112,Movie,The Crimes That Bind,Sebastián Schindel,Argentina,2020-08-20,2020,TV-14,100,Dramas,"When her son is accused of raping and trying to murder his ex-wife, Alicia embarks on a journey that will change her life forever.",2020,8,
s2115,Movie,Little Singham: Kaal Ka Badla,Prakash Satam,Missing,2020-08-19,2020,TV-Y7,70,Children & Family Movies,"Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?",2020,8,
s2116,Movie,Drunk Parents,Fred Wolf,United States,2020-08-18,2019,R,97,Comedies,Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.,2020,8,
s2117,Movie,Meet the In-Laws,Niyi Akinmolayan,Nigeria,2020-08-18,2017,TV-PG,75,Comedies,"When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.",2020,8,
s2118,Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,Indonesia,2020-08-17,2020,TV-PG,102,Comedies,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",2020,8,
s2121,Movie,Les Misérables,Tom Hooper,"United Kingdom, United States",2020-08-16,2012,PG-13,158,Dramas,"The musical version of Victor Hugo's epic tale of love and sacrifice, first produced for the stage in 1985, now receives the big-screen treatment.",2020,8,
s2122,Movie,Seventh Son,Sergei Bodrov,"United States, United Kingdom, Canada, China",2020-08-16,2014,PG-13,102,Action & Adventure,"In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",2020,8,
s2127,Movie,What's Your Raashee?,Ashutosh Gowariker,India,2020-08-15,2009,TV-PG,203,Comedies,"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.",2020,8,
s2130,Movie,Fearless,Cory Edwards,Canada,2020-08-14,2020,TV-Y7,92,Children & Family Movies,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,2020,8,
s2131,Movie,Nigerian Prince,Faraday Okoro,"United States, Nigeria",2020-08-14,2018,TV-MA,104,Dramas,"When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight.",2020,8,
s2132,Movie,Octonauts & the Caves of Sac Actun,Blair Simmons,United Kingdom,2020-08-14,2020,TV-Y,72,Children & Family Movies,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.",2020,8,
s2133,Movie,Project Power,"Henry Joost, Ariel Schulman",United States,2020-08-14,2020,R,113,Action & Adventure,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",2020,8,
s2138,Movie,An Easy Girl,Rebecca Zlotowski,France,2020-08-13,2019,TV-MA,93,Comedies,A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.,2020,8,
s2139,Movie,Christine,Antonio Campos,"United Kingdom, United States",2020-08-13,2016,R,119,Dramas,"In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories.",2020,8,
s2140,Movie,Simon Killer,Antonio Campos,"United States, France",2020-08-13,2012,TV-MA,105,Dramas,"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.",2020,8,
s2142,Movie,Gunjan Saxena: The Kargil Girl,Sharan Sharma,India,2020-08-12,2020,TV-14,113,Action & Adventure,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.,2020,8,
s2143,Movie,Mr. Peabody & Sherman,Rob Minkoff,United States,2020-08-11,2014,PG,93,Children & Family Movies,"Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time.",2020,8,
s2144,Movie,"Rob Schneider: Asian Momma, Mexican Kids",Tyler Spindel,United States,2020-08-11,2020,TV-MA,44,Stand-Up Comedy,"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special.",2020,8,
s2147,Movie,The Lost Husband,Vicky Wight,United States,2020-08-10,2020,PG-13,110,Dramas,"Looking to start anew, a widow retreats with her children to her aunt's goat farm, where the ranch's manager helps her navigate country life and loss.",2020,8,
s2148,Movie,Diamonds in the Sky,Kunle Afolayan,Missing,2020-08-08,2018,TV-14,113,Dramas,Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.,2020,8,
s2150,Movie,We Summon the Darkness,Marc Meyers,"United States, Canada, United Kingdom",2020-08-08,2020,R,90,Horror Movies,A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.,2020,8,
s2151,Movie,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,Germany,2020-08-07,2020,TV-MA,82,Comedies,"In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.",2020,8,
s2155,Movie,Stars in the Sky: A Hunting Story,Steven Rinella,United States,2020-08-07,2018,TV-14,69,Documentaries,"This documentary follows a group of hunters as they grapple with the complexities, controversies, and contradictions of pursuing animals in the wild.",2020,8,
s2156,Movie,The Magic School Bus Rides Again Kids In Space,Richard Weston,United States,2020-08-07,2020,TV-Y,46,Children & Family Movies,The Magic School Bus kids blast into orbit — and onto the International Space Station — only to find themselves on the run from a giant tardigrade!,2020,8,
s2160,Movie,Work It,Laura Terruso,United States,2020-08-07,2020,TV-14,94,Comedies,A brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions.,2020,8,
s2162,Movie,Nasha Natasha,Martín Sastre,Uruguay,2020-08-06,2020,TV-PG,72,Documentaries,Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.,2020,8,
s2164,Movie,Anelka: Misunderstood,Franck Nataf,France,2020-08-05,2020,TV-14,95,Documentaries,"Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.",2020,8,
s2165,Movie,Sin City,Pascal Amanfo,Missing,2020-08-05,2019,TV-14,101,International Movies,A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,2020,8,
s2167,Movie,A Go! Go! Cory Carson Summer Camp,"Stanley Moore, Alex Woo",Missing,2020-08-04,2020,TV-Y,21,Children & Family Movies,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",2020,8,
s2168,Movie,Malibu Rescue: The Next Wave,Savage Steve Holland,United States,2020-08-04,2020,TV-G,71,Children & Family Movies,"As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.",2020,8,
s2170,Movie,Sam Jay: 3 In The Morning,Kristian Mercado,United States,2020-08-04,2020,TV-MA,64,Stand-Up Comedy,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.",2020,8,
s2172,Movie,Almost Love,Mike Doyle,United States,2020-08-02,2020,TV-MA,92,Comedies,A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.,2020,8,
s2173,Movie,Killing Hasselhoff,Darren Grant,United States,2020-08-01,2017,R,80,Comedies,"In major debt to a loan shark, a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.",2020,8,
s2177,Movie,Rogue Warfare: The Hunt,Mike Gunther,United States,2020-08-01,2020,R,104,Action & Adventure,"When their leader is captured by an extremist organization, a special forces team stages a perilous rescue mission as time runs out.",2020,8,
s2178,Movie,Super Monsters: The New Class,Steve Ball,Canada,2020-08-01,2020,TV-Y,25,Children & Family Movies,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!",2020,8,
s2180,Movie,The Ottoman Lieutenant,Joseph Ruben,"Turkey, United States",2020-08-01,2017,R,111,Dramas,"As World War I looms, an American nurse travels to the Ottoman Empire on a medical mission, where she clashes with a dashing lieutenant.",2020,8,
s2183,Movie,Tumi or not Tumi,Mfanelo Ngoma,Missing,2020-08-01,2020,TV-MA,72,Stand-Up Comedy,"Tumi Morake dishes out hot takes and fiery commentary about the concept of identity, politics, family life, weaves, and more in this stand-up special.",2020,8,
s2184,Movie,What Keeps You Alive,Colin Minihan,Canada,2020-08-01,2018,R,99,LGBTQ Movies,A couple's romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long-held secrets from the past.,2020,8,
s2186,Movie,Latte and the Magic Waterstone,"Regina Welker, Nina Wels",Germany,2020-07-31,2020,TV-Y,83,Children & Family Movies,"When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.",2020,7,
s2187,Movie,Raat Akeli Hai,Honey Trehan,India,2020-07-31,2020,TV-MA,150,Dramas,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",2020,7,
s2188,Movie,Seriously Single,"Katleho Ramaphakela, Rethabile Ramaphakela",South Africa,2020-07-31,2020,TV-MA,108,Comedies,"While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.",2020,7,
s2189,Movie,Sugar High,Ariel Boles,United States,2020-07-31,2020,TV-G,44,Children & Family Movies,"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special.",2020,7,
s2192,Movie,Retablo,Álvaro Delgado-Aparicio L.,"Peru, Germany, Norway",2020-07-30,2017,TV-MA,102,Dramas,"High in the Andes, a teenage boy and his father work together as artisans. But their bond is shattered when the son learns of his father's secret life.",2020,7,
s2194,Movie,Uma Maheswara Ugra Roopasya,Venkatesh Maha,India,2020-07-30,2020,TV-MA,137,Comedies,"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.",2020,7,
s2195,TV Show,Unlucky Ploy,Nopparoj Chotmunkongsit,Missing,2020-07-30,2020,TV-MA,,International TV Shows,"In this remake of the Korean series, a man becomes mired in the lives of two women who happen to share the same name.",2020,7,1
s2196,Movie,It's Her Day,Aniedi Anwah,Nigeria,2020-07-29,2016,TV-MA,112,Comedies,"After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible.",2020,7,
s2197,Movie,Redemption,Mickey Fonseca,Mozambique,2020-07-29,2019,TV-MA,102,Dramas,"Newly released from prison, a man returning to his girlfriend and their child subsequently learns about a dangerous debt taken by his late mother.",2020,7,
s2198,Movie,Shine Your Eyes,Matias Mariani,"Brazil, France",2020-07-29,2020,TV-MA,103,Dramas,"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.",2020,7,
s2199,Movie,The Hater,Jan Komasa,Poland,2020-07-29,2020,TV-MA,136,Dramas,A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,2020,7,
s2203,Movie,Banana Split,Ben Kasulke,United States,2020-07-26,2020,TV-MA,84,Comedies,"Despite leaving for college, a heartsick teen tries to build a new friendship with a kindred spirit even though she's dating her ex-boyfriend.",2020,7,
s2205,Movie,Door Ke Darshan,Gagan Puri,India,2020-07-25,2020,TV-14,114,Comedies,"When a matriarch wakes from a 30-year coma, her wacky family frantically recreates a bygone era to keep her from noticing how much time has passed.",2020,7,
s2206,Movie,Double World,Teddy Chan,China,2020-07-25,2020,TV-14,110,Action & Adventure,"Keen to bring honor to his clan, young villager Dong Yilong embarks on a perilous journey to compete in a tournament that selects warriors for battle.",2020,7,
s2207,Movie,Project Marathwada,Bhavin Wadia,India,2020-07-25,2016,TV-MA,103,Dramas,"After his son’s suicide, a debt-ridden farmer seeks justice from the government. But as his pleas are mocked and rebuffed, his own will to live erodes.",2020,7,
s2208,Movie,Animal Crackers,"Tony Bancroft, Scott Christian Sava","China, Spain, South Korea, United States",2020-07-24,2020,TV-Y7,106,Children & Family Movies,"Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands.",2020,7,
s2209,Movie,Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, TJ Sullivan",United States,2020-07-24,2020,TV-Y,46,Children & Family Movies,"When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.",2020,7,
s2210,Movie,Nimbe,Tope Alake,Nigeria,2020-07-24,2019,TV-MA,115,Dramas,A bullied teenager gravitates toward the acceptance he finds in a street gang but soon ends up involved in a world of drug abuse and organized crime.,2020,7,
s2211,Movie,Offering to the Storm,Fernando González Molina,"Spain, Germany",2020-07-24,2020,TV-MA,140,International Movies,"Amaia investigates several suspicious infant deaths and horrific rituals. Meanwhile, people around her risk grave danger. Part 3 in the Baztan Trilogy.",2020,7,
s2212,Movie,Romance Doll,Yuki Tanada,Japan,2020-07-24,2020,TV-MA,124,Dramas,"Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret.",2020,7,
